srcIP,srcPort,dstIP,dstPort,numPackets,numBytes,streamID,maybe_TotalPackets,maybe_PercentFiltered,numPacketsSent,numBytesSent,numPacketsRecv,numBytesRecv,relStartTimestampInSec,duration,bpsSent,bpsRecv
"172.16.133.78",58724,"173.194.43.59",80,30,7653,979,0,0,16,4830,14,2823,4.561139,280.49110299999995,137,80
"172.16.133.63",53201,"96.43.146.176",443,62,38540,980,0,0,29,19764,33,18776,4.565458,291.124203,543,515
"172.16.133.63",53204,"96.43.146.176",443,28,12409,981,0,0,13,6005,15,6404,4.575415,266.86304099999995,180,191
"172.16.133.41",52464,"64.12.152.13",80,15,900,982,0,0,8,480,7,420,4.580749,255.424975,15,13
"172.16.133.37",56299,"96.43.146.48",443,2,120,983,0,0,1,60,1,60,4.600098,9.899999999962716e-05,"",""
"172.16.133.37",60546,"96.43.146.48",443,25,8742,984,0,0,13,2812,12,5930,4.600675,181.303468,124,261
"172.16.133.33",57821,"172.16.139.250",5440,10,1022,985,0,0,10,1022,0,0,4.610644,0.005666000000000615,1442993,0
"172.16.133.48",49284,"157.56.245.198",443,54,11795,986,0,0,28,10235,26,1560,4.624857,113.117104,723,110
"74.125.226.246",443,"172.16.133.72",50683,57,16856,987,0,0,29,4507,28,12349,4.6259820000000005,280.327516,128,352
"172.16.133.93",60448,"75.101.129.242",80,6,366,988,0,0,3,180,3,186,4.629123,22.89127,62,65
"172.16.133.93",60449,"184.73.184.196",80,6,366,989,0,0,3,180,3,186,4.634119,22.886175,62,65
"172.16.133.93",60436,"173.194.43.59",80,16,990,990,0,0,8,480,8,510,4.634121,202.876188,18,20
"172.16.133.132",38680,"98.139.134.187",80,15,8483,991,0,0,8,942,7,7541,4.635839,0.1697329999999999,44399,355428
"172.16.133.68",60661,"172.16.139.250",5440,10,1022,992,0,0,10,1022,0,0,4.640932,0.015862999999999516,515413,0
"172.16.133.44",64683,"206.33.41.253",80,55,30259,993,0,0,22,4089,33,26170,4.646069,15.768491000000001,2074,13277
"172.16.133.12",59652,"172.16.139.250",5440,10,1022,994,0,0,10,1022,0,0,4.65561,0.00571900000000003,1429620,0
"172.16.133.63",53818,"172.16.139.250",5440,12,1142,995,0,0,12,1142,0,0,4.662188,0.01546499999999984,590753,0
"172.16.133.114",54033,"193.182.8.51",80,23,1474,996,0,0,14,865,9,609,4.662248,256.009547,27,19
"172.16.133.67",55902,"216.219.115.250",443,6,366,997,0,0,4,246,2,120,4.662652,0.03621000000000052,54349,26512
"172.16.133.67",55903,"67.217.66.244",443,6,366,998,0,0,4,246,2,120,4.663386,0.0731320000000002,26910,13126
"157.56.245.198",443,"172.16.133.48",49285,33,11277,999,0,0,21,10557,12,720,4.670298,113.072182,746,50
"172.16.133.67",55904,"68.64.13.250",443,6,366,1000,0,0,4,246,2,120,4.674525,0.1121799999999995,17543,8557
"172.16.133.66",53791,"172.16.139.250",5440,10,1022,1001,0,0,10,1022,0,0,4.679741,0.015260999999999747,535744,0
"172.16.133.67",55905,"68.64.30.250",443,6,366,1002,0,0,4,246,2,120,4.682537,0.1017020000000004,19350,9439
"172.16.133.103",63417,"202.173.24.200",443,6,366,1003,0,0,4,246,2,120,4.689023,0.4970180000000006,3959,1931
"172.16.133.82",61264,"172.16.139.250",5440,10,1022,1004,0,0,10,1022,0,0,4.691923,0.007245000000000168,1128502,0
"172.16.133.37",60547,"172.16.139.250",5440,10,1022,1005,0,0,10,1022,0,0,4.708523,0.0055960000000006005,1461043,0
"67.217.94.254",443,"172.16.133.114",55276,133,10104,1006,0,0,68,5088,65,5016,4.721729,292.865533,138,137
"172.16.133.46",52015,"174.129.141.188",80,20,1364,1007,0,0,10,666,10,698,4.722105,285.141066,18,19
"172.16.133.44",64684,"23.62.196.163",80,38,20780,1008,0,0,17,1457,21,19323,4.723524,270.530276,43,571
"172.16.133.93",60487,"63.116.244.153",80,15,936,1009,0,0,8,480,7,456,4.747146,262.76343,14,13
"172.16.133.84",49476,"96.43.146.48",443,26,8035,1010,0,0,15,5010,11,3025,4.752536,240.341857,166,100
"172.16.133.93",60491,"63.116.244.130",80,15,936,1011,0,0,8,480,7,456,4.754147,262.756124,14,13
"172.16.133.93",60492,"63.116.244.130",80,15,936,1012,0,0,8,480,7,456,4.754149,262.756708,14,13
"172.16.133.41",52474,"207.171.14.219",80,15,900,1013,0,0,8,480,7,420,4.773777,255.302163,15,13
"172.16.133.93",60494,"63.116.244.130",80,15,936,1014,0,0,8,480,7,456,4.777126,262.733053,14,13
"172.16.133.20",62299,"173.194.75.104",443,574,307281,1015,0,0,218,50865,356,256416,4.777953,255.51404699999998,1592,8028
"172.16.133.93",60420,"63.116.244.153",80,15,936,1016,0,0,8,480,7,456,4.778138,262.733004,14,13
"172.16.133.132",50450,"76.13.6.174",80,9,1927,1017,0,0,5,717,4,1210,4.778714,0.09450000000000003,60698,102433
"172.16.133.93",60493,"63.116.244.130",80,15,936,1018,0,0,8,480,7,456,4.77914,262.731718,14,13
"172.16.133.78",56986,"74.125.226.77",80,23,5291,1019,0,0,12,2556,11,2735,4.781185,280.293301,72,78
"172.16.133.37",59428,"96.43.146.22",443,40,18630,1020,0,0,23,15648,17,2982,4.781235,266.33772500000003,470,89
"172.16.133.132",54665,"98.139.161.29",80,9,1428,1021,0,0,5,715,4,713,4.784521,0.10756700000000041,53176,53027
"172.16.133.93",60490,"107.20.217.22",80,6,366,1022,0,0,3,180,3,186,4.788149,32.731773000000004,43,45
"172.16.133.93",60489,"23.67.243.81",80,14,870,1023,0,0,7,420,7,450,4.794103,192.716836,17,18
"157.56.245.198",443,"172.16.133.116",54534,10,863,1024,0,0,5,563,5,300,4.795695,214.550766,20,11
"172.16.133.78",57250,"173.194.43.45",80,37,18381,1025,0,0,17,5238,20,13143,4.828194,280.22562,149,375
"172.16.133.23",55032,"216.219.115.250",443,6,366,1026,0,0,4,246,2,120,4.8487670000000005,0.04843899999999923,40628,19818
"172.16.133.93",60430,"173.194.43.45",80,14,870,1027,0,0,7,420,7,450,4.854137,202.654396,16,17
"172.16.133.78",59026,"172.16.139.250",5440,10,1022,1028,0,0,10,1022,0,0,4.862281,0.015681999999999974,521362,0
"172.16.133.23",55033,"67.217.66.244",443,6,366,1029,0,0,4,246,2,120,4.862802,0.05785299999999971,34017,16593
"172.16.133.93",60484,"23.67.242.83",80,8,492,1030,0,0,4,240,4,252,4.86915,82.65042799999999,23,24
"172.16.133.93",60488,"173.194.74.155",80,14,870,1031,0,0,7,420,7,450,4.877114,202.64560799999998,16,17
"172.16.133.132",44355,"98.138.19.88",80,10,1681,1032,0,0,5,733,5,948,4.882391,0.18668999999999958,31410,40623
"172.16.133.132",52378,"98.139.240.23",80,9,1654,1033,0,0,5,1036,4,618,4.891329,0.10861199999999993,76308,45519
"172.16.133.207",55228,"209.46.23.85",80,92,49058,1034,0,0,62,39368,30,9690,4.898411,290.56012,1083,266
"172.16.133.78",58762,"23.33.81.244",80,15,936,1035,0,0,8,480,7,456,4.904209,260.15616400000005,14,14
"172.16.133.23",55034,"68.64.30.250",443,6,366,1036,0,0,4,246,2,120,4.913716,0.09627199999999991,20442,9971
"172.16.133.67",55906,"172.16.139.250",5440,10,1022,1037,0,0,10,1022,0,0,4.916628,0.005355999999999916,1526512,0
"172.16.133.23",55035,"68.64.13.250",443,6,366,1038,0,0,4,246,2,120,4.924662,0.137861,14275,6963
"172.16.133.56",61345,"173.194.43.32",443,64,18014,1039,0,0,33,11898,31,6116,4.933204,282.130072,337,173
"172.16.133.42",57009,"172.16.139.250",5440,12,1142,1040,0,0,12,1142,0,0,4.935615,0.00928199999999979,984270,0
"172.16.133.56",61346,"172.16.139.250",5440,8,902,1041,0,0,8,902,0,0,4.939574,0.007904999999999163,912839,0
"172.16.133.78",58759,"208.47.254.83",80,18,4110,1042,0,0,10,2892,8,1218,4.945208,110.114664,210,88
"203.214.65.251",25090,"172.16.133.25",49538,76,5357,1043,0,0,39,2898,37,2459,4.956583,290.753028,79,67
"172.16.133.93",60429,"173.194.43.45",80,14,870,1044,0,0,7,420,7,450,4.978146,202.53058199999998,16,17
"172.16.133.75",50879,"172.16.139.250",5440,12,1142,1045,0,0,12,1142,0,0,4.994212,0.006445000000000256,1417532,0
"172.16.133.41",52683,"172.16.139.250",5440,10,1022,1046,0,0,10,1022,0,0,4.995624,0.01468399999999992,556796,0
"172.16.133.85",52189,"172.16.139.250",5440,12,1142,1047,0,0,12,1142,0,0,5.0131,0.006467999999999918,1412492,0
"172.16.133.24",57667,"216.115.217.254",443,6,366,1048,0,0,4,246,2,120,5.013324,0.057006000000000334,34522,16840
"172.16.133.24",57668,"202.173.27.250",443,6,366,1049,0,0,4,246,2,120,5.013326,0.5643349999999998,3487,1701
"172.16.133.24",57669,"216.219.120.244",443,6,366,1050,0,0,4,246,2,120,5.014806,0.17832899999999974,11035,5383
"172.16.133.24",57670,"216.115.220.254",443,6,366,1051,0,0,4,246,2,120,5.015214,0.4657499999999999,4225,2061
"172.16.133.41",52684,"74.125.226.67",80,6,372,1052,0,0,4,246,2,126,5.026646,15.003973000000002,131,67
"172.16.133.93",60415,"173.194.43.57",80,14,870,1053,0,0,7,420,7,450,5.028171,202.48121300000003,16,17
"172.16.133.41",52458,"74.125.226.91",80,62,28457,1054,0,0,30,17858,32,10599,5.028737,291.992526,489,290
"172.16.133.41",52408,"31.13.74.7",443,48,11221,1055,0,0,21,5487,27,5734,5.033697,229.238064,191,200
"172.16.133.132",38685,"98.139.134.187",80,15,8483,1056,0,0,8,942,7,7541,5.047503,0.1489850000000006,50582,404926
"172.16.133.93",60501,"23.23.86.35",80,6,366,1057,0,0,3,180,3,186,5.049136,22.47095,64,66
"157.56.234.118",443,"172.16.133.45",61066,10,863,1058,0,0,5,563,5,300,5.049317,218.221645,20,10
"172.16.133.93",60502,"173.194.43.57",80,14,870,1059,0,0,7,420,7,450,5.058168,202.45105800000002,16,17
"172.16.133.43",57705,"172.16.139.250",5440,10,1022,1060,0,0,10,1022,0,0,5.068368,0.014707999999999721,555887,0
"172.16.133.13",52981,"172.16.139.250",5440,10,1022,1061,0,0,10,1022,0,0,5.085175,0.005665000000000475,1443248,0
"172.16.133.63",53694,"96.43.146.48",443,112,86087,1062,0,0,38,14577,74,71510,5.095474,266.183041,438,2149
"173.194.76.125",443,"172.16.133.93",64074,13,841,1063,0,0,6,421,7,420,5.110823,270.170727,12,12
"172.16.133.37",50361,"209.107.209.50",80,2486,2863998,1064,0,0,613,57867,1873,2806131,5.117954,292.63250800000003,1581,76714
"172.16.133.40",65404,"74.125.226.213",443,117,45079,1065,0,0,60,37604,57,7475,5.121745,289.44686800000005,1039,206
"157.56.240.102",443,"172.16.133.15",53996,33,8174,1066,0,0,21,7454,12,720,5.149268,270.444776,220,21
"172.16.133.41",52487,"67.69.196.59",80,15,936,1067,0,0,8,480,7,456,5.160804,264.85900100000003,14,13
"172.16.133.132",50455,"76.13.6.174",80,9,1926,1068,0,0,5,717,4,1209,5.163898,0.10574100000000008,54245,91468
"172.16.133.28",65276,"172.16.139.250",5440,12,1142,1069,0,0,12,1142,0,0,5.165446,0.00617399999999968,1479753,0
"172.16.133.44",64685,"206.33.41.253",80,43,29456,1070,0,0,17,3054,26,26402,5.166881,15.248667999999999,1602,13851
"172.16.133.44",64686,"206.33.41.253",80,39,25190,1071,0,0,16,2337,23,22853,5.167468,15.247974,1226,11990
"172.16.133.132",54670,"98.139.161.29",80,9,1428,1072,0,0,5,715,4,713,5.16945,0.12133599999999944,47141,47009
"172.16.133.20",62300,"172.16.139.250",5440,12,1142,1073,0,0,12,1142,0,0,5.183527,0.005621000000000542,1625333,0
"172.16.133.99",55986,"172.16.139.250",5440,12,1142,1074,0,0,12,1142,0,0,5.190873,0.014314999999999856,638211,0
"172.16.133.44",64687,"206.33.41.253",80,31,17725,1075,0,0,13,2159,18,15566,5.212314,15.202128000000002,1136,8191
"172.16.133.44",64688,"206.33.41.253",80,39,16516,1076,0,0,18,3406,21,13110,5.212911,15.202326000000001,1792,6898
"172.16.133.87",60121,"172.16.139.250",5440,10,1022,1077,0,0,10,1022,0,0,5.21306,0.015222000000000513,537117,0
"172.16.133.116",53136,"172.16.139.250",5440,10,1022,1078,0,0,10,1022,0,0,5.228182,0.005770000000000053,1416984,0
"172.16.133.35",49914,"172.16.139.250",5440,12,1142,1079,0,0,12,1142,0,0,5.232844,0.05195599999999967,175841,0
"172.16.133.44",64689,"206.33.41.253",80,26,12726,1080,0,0,12,2117,14,10609,5.234893,15.179357,1115,5591
"172.16.133.116",53137,"172.16.139.250",5440,10,1022,1081,0,0,10,1022,0,0,5.234943,0.005487999999999715,1489795,0
"172.16.133.116",53138,"172.16.139.250",5440,10,1022,1082,0,0,10,1022,0,0,5.24145,0.014434999999999754,566401,0
"172.16.133.84",58734,"172.16.139.250",5440,12,1142,1083,0,0,12,1142,0,0,5.251233,0.00959399999999988,952261,0
"172.16.133.21",54015,"157.56.238.6",443,20,1590,1084,0,0,10,990,10,600,5.271144,270.082396,29,17
"172.16.133.132",44360,"98.138.19.88",80,10,1681,1085,0,0,5,733,5,948,5.278917,0.2119730000000004,27663,35778
"172.16.133.132",52383,"98.139.240.23",80,9,1654,1086,0,0,5,1036,4,618,5.288016,0.16012000000000004,51761,30876
"172.16.133.44",64690,"23.45.65.19",80,36,9254,1087,0,0,20,6812,16,2442,5.288245,265.143515,205,73
"172.16.133.44",64691,"23.0.49.244",80,6,372,1088,0,0,4,246,2,126,5.294161,15.124621000000001,130,66
"172.16.133.44",64692,"23.0.49.244",80,6,372,1089,0,0,4,246,2,126,5.29431,15.123522000000001,130,66
"172.16.133.44",64693,"23.0.49.244",80,6,372,1090,0,0,4,246,2,126,5.297811,15.120969000000002,130,66
"172.16.133.44",64694,"23.0.49.244",80,6,372,1091,0,0,4,246,2,126,5.29795,15.120830999999999,130,66
"172.16.133.78",58394,"23.33.85.239",80,7,432,1092,0,0,4,240,3,192,5.311725,79.786495,24,19
"172.16.133.49",55709,"172.16.139.250",5440,10,1022,1093,0,0,10,1022,0,0,5.328942,0.015588000000000157,524506,0
"172.16.133.63",53687,"96.43.146.22",443,33,13774,1094,0,0,18,11759,15,2015,5.332491,243.025708,387,66
"96.43.146.22",443,"172.16.133.39",62244,34,15001,1095,0,0,15,2276,19,12725,5.346838,200.981669,90,506
"172.16.133.78",58395,"74.121.134.156",80,4,240,1096,0,0,3,180,1,60,5.354208,39.762748,36,12
"172.16.133.95",56887,"172.16.139.250",5440,10,1022,1097,0,0,10,1022,0,0,5.364477,0.005531999999999648,1477946,0
"172.16.133.92",57623,"172.16.139.250",5440,10,1022,1098,0,0,10,1022,0,0,5.393207,0.0058469999999992694,1398323,0
"172.16.133.41",52484,"67.69.196.139",80,15,936,1099,0,0,8,480,7,456,5.394797,264.629652,14,13
"172.16.133.41",52498,"54.243.32.162",80,6,360,1100,0,0,3,180,3,180,5.394799,24.621012,58,58
"172.16.133.25",49274,"172.16.139.250",5500,640,366712,1101,0,0,640,366712,0,0,5.404845,240.202461,12213,0
"172.16.133.29",60821,"172.16.139.250",5440,10,1022,1102,0,0,10,1022,0,0,5.412045,0.005395000000000039,1515477,0
"172.16.133.44",64695,"172.16.139.250",5440,10,1022,1103,0,0,10,1022,0,0,5.417099,0.005525999999999698,1479551,0
"172.16.133.41",52485,"173.203.215.84",443,7,457,1104,0,0,3,180,4,277,5.440759,26.553966,54,83
"172.16.133.207",55877,"172.16.139.250",5440,12,1142,1105,0,0,12,1142,0,0,5.44367,0.016994000000000398,537601,0
"172.16.133.11",55084,"157.56.244.214",443,27,16615,1106,0,0,10,2445,17,14170,5.449737,15.545221000000002,1258,7292
"172.16.133.83",57026,"172.16.139.250",5440,12,1142,1107,0,0,12,1142,0,0,5.451538,0.004998999999999754,"",""
"172.16.133.53",52266,"96.43.146.22",443,50,30308,1108,0,0,30,26055,20,4253,5.4658999999999995,260.57095000000004,799,130
"172.16.133.93",60602,"172.16.139.250",5440,12,1142,1109,0,0,12,1142,0,0,5.468278,0.014518999999999949,629244,0
"172.16.133.83",53558,"216.52.242.80",80,3,180,1110,0,0,2,120,1,60,5.471045,0.0938699999999999,10226,5113
"172.16.133.132",38690,"98.139.134.187",80,15,8483,1111,0,0,8,942,7,7541,5.475262,0.14478800000000014,52048,416664
"119.47.118.78",80,"172.16.133.20",62273,6,372,1112,0,0,2,126,4,246,5.475316,1.489941,676,1320
"172.16.133.11",55085,"172.16.139.250",5440,10,1022,1113,0,0,10,1022,0,0,5.484499,0.015043000000000362,543508,0
"172.16.133.55",57522,"172.16.139.250",5440,10,1022,1114,0,0,10,1022,0,0,5.488823,0.01612300000000033,507101,0
"172.16.133.41",52490,"54.240.160.242",80,8,492,1115,0,0,4,240,4,252,5.492803,84.51704600000001,22,23
"172.16.133.87",59963,"96.43.146.22",443,15,917,1116,0,0,7,420,8,497,5.507834,210.458289,15,18
"172.16.133.87",59825,"96.43.146.22",443,21,11327,1117,0,0,12,10177,9,1150,5.508924,23.945498,3400,384
"172.16.133.73",60512,"172.16.139.250",5440,12,1142,1118,0,0,12,1142,0,0,5.513104,0.03261599999999998,280107,0
"172.16.133.121",56442,"96.43.146.22",443,17,1037,1119,0,0,8,480,9,557,5.514444,257.69999099999995,14,17
"172.16.133.53",54042,"172.16.139.250",5440,10,1022,1120,0,0,10,1022,0,0,5.515051,0.005691999999999808,1436401,0
"172.16.133.21",53116,"172.16.139.250",5440,10,1022,1121,0,0,10,1022,0,0,5.517859,0.02459600000000073,332411,0
"172.16.133.30",62554,"172.16.139.250",5440,10,1022,1122,0,0,10,1022,0,0,5.520988,0.012654999999999639,646068,0
"172.16.133.54",64313,"65.54.81.228",80,10,2431,1123,0,0,6,861,4,1570,5.522142,5.06064,1361,2481
"172.16.133.25",63347,"172.16.139.250",5440,12,1142,1124,0,0,12,1142,0,0,5.531204,0.02133800000000008,428156,0
"172.16.133.34",50382,"172.16.139.250",5440,10,1022,1125,0,0,10,1022,0,0,5.537657,0.010888999999999704,750849,0
"172.16.133.93",60504,"64.236.116.3",80,15,900,1126,0,0,8,480,7,420,5.540185,261.974738,14,12
"172.16.133.87",59964,"96.43.146.22",443,15,917,1127,0,0,7,420,8,497,5.5458549999999995,210.420388,15,18
"172.16.133.97",59313,"172.16.139.250",5440,10,1022,1128,0,0,10,1022,0,0,5.549165,0.007066999999999268,1156926,0
"172.16.133.92",50180,"216.115.208.199",443,130,24407,1129,0,0,58,11334,72,13073,5.550191,289.55005,313,361
"172.16.133.128",64593,"173.194.43.60",80,22,5217,1130,0,0,11,3018,11,2199,5.550343,288.023756,83,61
"157.56.234.118",443,"172.16.133.53",49607,10,775,1131,0,0,5,475,5,300,5.552123,240.112107,15,9
"172.16.133.87",59965,"96.43.146.22",443,15,917,1132,0,0,7,420,8,497,5.55284,210.41334899999998,15,18
"172.16.133.41",52685,"74.125.226.91",80,52,19787,1133,0,0,26,14278,26,5509,5.570251,288.73010400000004,395,152
"172.16.133.41",52686,"74.125.226.91",80,6,372,1134,0,0,4,246,2,126,5.570625,14.450510999999999,136,69
"172.16.133.41",52459,"74.125.226.60",80,21,3362,1135,0,0,11,1419,10,1943,5.592319,244.431556,46,63
"172.16.133.132",50460,"76.13.6.174",80,9,1928,1136,0,0,5,717,4,1211,5.593758,0.10203099999999932,56218,94951
"172.16.133.121",53744,"157.56.234.118",443,30,3005,1137,0,0,15,2105,15,900,5.598445,273.006877,61,26
"172.16.133.132",54675,"98.139.161.29",80,9,1428,1138,0,0,5,715,4,713,5.598732,0.12319899999999961,46428,46299
"172.16.133.121",56471,"96.43.146.22",443,17,1037,1139,0,0,8,480,9,557,5.601398,257.612685,14,17
"172.16.133.121",56472,"96.43.146.22",443,17,1037,1140,0,0,8,480,9,557,5.6044,257.61021,14,17
"172.16.133.68",60556,"96.43.146.48",443,35,18309,1141,0,0,18,10385,17,7924,5.6059909999999995,252.04836200000003,329,251
"172.16.133.121",56474,"96.43.146.22",443,17,1037,1142,0,0,8,480,9,557,5.614307,257.598854,14,17
"172.16.133.20",62301,"216.219.115.250",443,6,366,1143,0,0,4,246,2,120,5.616111,0.06475600000000004,30391,14824
"172.16.133.121",56473,"96.43.146.22",443,17,1037,1144,0,0,8,480,9,557,5.621367,257.592582,14,17
"172.16.133.121",56475,"96.43.146.22",443,17,1037,1145,0,0,8,480,9,557,5.621368,257.593661,14,17
"172.16.133.45",61262,"96.43.146.176",443,30,15862,1146,0,0,13,6586,17,9276,5.621895,252.09551900000002,209,294
"172.16.133.33",57822,"172.16.139.250",5440,10,1022,1147,0,0,10,1022,0,0,5.624717,0.015867000000000075,515283,0
"172.16.133.20",62302,"67.217.66.244",443,6,366,1148,0,0,4,246,2,120,5.636144,0.07422400000000007,26514,12933
"172.16.133.116",52508,"216.52.242.80",80,6,360,1149,0,0,5,300,1,60,5.639256,126.581532,18,3
"172.16.133.68",60663,"172.16.139.250",5440,12,1142,1150,0,0,12,1142,0,0,5.655147,0.005980999999999348,1527503,0
"172.16.133.126",50878,"72.21.207.18",80,24,3912,1151,0,0,16,1800,8,2112,5.659027,284.247367,50,59
"172.16.133.12",59653,"172.16.139.250",5440,10,1022,1152,0,0,10,1022,0,0,5.668327,0.005463999999999913,1496339,0
"172.16.133.63",53819,"172.16.139.250",5440,10,1022,1153,0,0,10,1022,0,0,5.676587,0.006700000000000372,1220298,0
"172.16.133.128",64961,"23.67.242.73",80,9,558,1154,0,0,5,300,4,258,5.680306,119.996646,20,17
"172.16.133.128",64964,"23.67.242.73",80,9,558,1155,0,0,5,300,4,258,5.681334,119.99468100000001,20,17
"172.16.133.132",44365,"98.138.19.88",80,10,1681,1156,0,0,5,733,5,948,5.68383,0.4709479999999999,12451,16103
"172.16.133.29",60321,"216.52.242.80",80,703,550532,1157,0,0,259,113494,444,437038,5.686651,291.58732200000003,3113,11990
"172.16.133.128",64962,"23.67.242.73",80,27,10708,1158,0,0,12,3282,15,7426,5.690326,254.56884399999998,103,233
"172.16.133.41",52403,"23.60.245.109",80,15,936,1159,0,0,8,480,7,456,5.690845,264.32654599999995,14,13
"172.16.133.118",58200,"74.125.226.233",443,17,1140,1160,0,0,8,480,9,660,5.693927,195.005126,19,27
"172.16.133.66",53792,"172.16.139.250",5440,12,1142,1161,0,0,12,1142,0,0,5.694334,0.006400000000000183,1427499,0
"172.16.133.132",52388,"98.139.240.23",80,9,1654,1162,0,0,5,1036,4,618,5.694672,0.1351659999999999,61317,36577
"172.16.133.42",56856,"208.89.13.133",80,80,34772,1163,0,0,40,19516,40,15256,5.698657,280.14009799999997,557,435
"172.16.133.82",61265,"172.16.139.250",5440,10,1022,1164,0,0,10,1022,0,0,5.707107,0.005554000000000059,1472092,0
"172.16.133.20",62303,"68.64.30.250",443,6,366,1165,0,0,4,246,2,120,5.710089,0.09783700000000017,20115,9812
"172.16.133.128",64963,"23.67.242.73",80,35,16551,1166,0,0,15,5155,20,11396,5.711319,254.595689,161,358
"96.43.146.22",443,"172.16.133.56",60876,10,3308,1167,0,0,5,619,5,2689,5.711634,29.972813,165,717
"172.16.133.35",49475,"23.33.81.244",80,5,306,1168,0,0,3,180,2,126,5.712128,33.132239,43,30
"172.16.133.37",60548,"172.16.139.250",5440,10,1022,1169,0,0,10,1022,0,0,5.720701,0.015595000000000248,524270,0
"172.16.133.41",52404,"23.60.245.109",80,15,936,1170,0,0,8,480,7,456,5.720816,264.29567,14,13
"172.16.133.121",56477,"96.43.146.22",443,20,4474,1171,0,0,11,3628,9,846,5.721317,288.053284,100,23
"172.16.133.95",56851,"199.59.148.247",80,2,120,1172,0,0,1,60,1,60,5.7355789999999995,0.09733700000000045,4931,4931
"172.16.133.42",55080,"157.56.236.102",443,46,6669,1173,0,0,23,5289,23,1380,5.736518,270.28659,156,40
"172.16.133.114",64372,"157.56.242.198",443,403,48547,1174,0,0,202,36487,201,12060,5.745254,284.203996,1027,339
"172.16.133.20",62304,"68.64.13.250",443,6,366,1175,0,0,4,246,2,120,5.753167,0.10770400000000002,18272,8913
"199.47.218.150",80,"172.16.133.87",65361,18,3252,1176,0,0,12,1758,6,1494,5.76338,278.027976,50,42
"172.16.133.35",49509,"23.33.84.46",80,5,306,1177,0,0,3,180,2,126,5.76344,33.080928,43,30
"157.56.238.6",443,"172.16.133.34",62902,87,13295,1178,0,0,55,11369,32,1926,5.773683,284.505602,319,54
"172.16.133.41",52504,"74.125.226.92",80,14,870,1179,0,0,7,420,7,450,5.773785,204.25064,16,17
"172.16.133.41",52495,"23.60.245.109",80,15,936,1180,0,0,8,480,7,456,5.783801,264.235926,14,13
"172.16.133.41",52687,"199.102.234.31",80,18,9807,1181,0,0,8,2611,10,7196,5.816785,0.5136719999999997,40664,112071
"172.16.133.67",55907,"173.194.43.0",443,531,535901,1182,0,0,156,15618,375,520283,5.818965,242.695899,514,17150
"172.16.133.67",55908,"173.194.43.0",443,16,4201,1183,0,0,9,1024,7,3177,5.819271,8.242163000000001,993,3083
"172.16.133.41",52688,"199.102.234.31",80,11,3947,1184,0,0,6,2611,5,1336,5.837984,0.1575950000000006,132542,67819
"172.16.133.41",52689,"199.102.234.31",80,11,3021,1185,0,0,6,2488,5,533,5.839383,0.16608,119845,25674
"172.16.133.128",64932,"96.43.146.176",443,17,3912,1186,0,0,9,3118,8,794,5.840325,270.180266,92,23
"172.16.133.66",53376,"96.43.146.22",443,42,18449,1187,0,0,24,15558,18,2891,5.849089,289.790437,429,79
"96.43.146.22",443,"172.16.133.97",58793,42,18721,1188,0,0,18,3193,24,15528,5.84936,286.29814,89,433
"172.16.133.41",52690,"74.125.226.60",80,124,120511,1189,0,0,35,4553,89,115958,5.869651,284.151742,128,3264
"172.16.133.78",59027,"172.16.139.250",5440,12,1142,1190,0,0,12,1142,0,0,5.875838,0.01594500000000032,572969,0
"172.16.133.24",57517,"173.194.74.95",443,3,180,1191,0,0,2,120,1,60,5.884387,0.04547399999999957,21110,10555
"172.16.133.24",57637,"107.21.174.95",443,2,120,1192,0,0,1,60,1,60,5.884691,0.04333100000000023,11077,11077
"172.16.133.24",57636,"107.21.174.95",443,2,120,1193,0,0,1,60,1,60,5.8849,0.043254000000000126,11097,11097
"172.16.133.24",57638,"107.21.174.95",443,2,120,1194,0,0,1,60,1,60,5.885093,0.042607999999999535,11265,11265
"172.16.133.24",57635,"107.21.174.95",443,2,120,1195,0,0,1,60,1,60,5.885285,0.042964000000000446,11172,11172
"172.16.133.24",57639,"23.22.135.102",443,2,120,1196,0,0,1,60,1,60,5.885476,0.04026900000000033,11919,11919
"172.16.133.24",57641,"23.22.135.102",443,2,120,1197,0,0,1,60,1,60,5.885663,0.040013000000000076,11996,11996
"172.16.133.24",57640,"23.22.135.102",443,2,120,1198,0,0,1,60,1,60,5.885851,0.04041400000000017,11877,11877
"172.16.133.24",57642,"204.232.201.76",443,2,120,1199,0,0,1,60,1,60,5.886786,0.07548600000000061,6358,6358
"172.16.133.24",57643,"204.232.201.76",443,2,120,1200,0,0,1,60,1,60,5.886976,0.07541900000000012,6364,6364
"172.16.133.67",55909,"172.16.139.250",5440,10,1022,1201,0,0,10,1022,0,0,5.931023,0.005768999999999913,1417230,0
"172.16.133.42",57010,"172.16.139.250",5440,12,1142,1202,0,0,12,1142,0,0,5.949692,0.0347230000000005,263110,0
"172.16.133.56",61347,"172.16.139.250",5440,10,1022,1203,0,0,10,1022,0,0,5.953623,0.004874000000000045,"",""
"173.194.43.21",443,"172.16.133.45",54683,305,101705,1204,0,0,176,25802,129,75903,5.970881,293.041589,704,2072
"172.16.133.85",51708,"96.43.146.176",443,51,27913,1205,0,0,25,13509,26,14404,5.996975,270.50940599999996,399,425
